userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.8849425315856934) (260,2.8293919563293457) (1196,2.8073318004608154) (2571,2.7987277507781982) (589,2.768075704574585) (1580,2.7548933029174805) (2858,2.7251315116882324) (2916,2.723999500274658) (1270,2.645941734313965) (2762,2.597365379333496) (1197,2.546630620956421) (2716,2.54166841506958) (1240,2.5367379188537598) (3578,2.510267972946167) (1097,2.4874320030212402) (1127,2.4589591026306152) (593,2.453030586242676) (1214,2.4510841369628906) (457,2.4202146530151367) (1200,2.4144790172576904)
84316: (608,2.1381969451904297) (1196,2.1335973739624023) (260,2.109405517578125) (593,2.029975414276123) (1210,2.0239970684051514) (1617,1.9967951774597168) (1198,1.9722566604614258) (296,1.9676170349121094) (527,1.9527883529663086) (2396,1.9521970748901367) (318,1.9516032934188843) (1270,1.9503271579742432) (1197,1.9387515783309937) (1265,1.9002537727355957) (1097,1.900177240371704) (589,1.8866832256317139) (541,1.8802930116653442) (2028,1.8708057403564453) (2571,1.8644294738769531) (480,1.8642562627792358)
84543: (608,2.538681983947754)* (260,2.5238399505615234) (1210,2.428842544555664) (1617,2.3707141876220703) (1198,2.355562210083008) (1270,2.3376574516296387) (2396,2.327867031097412) (527,2.3227379322052) (318,2.3210363388061523)* (1197,2.3195958137512207) (2762,2.3187527656555176) (858,2.3186306953430176) (1097,2.2723536491394043) (589,2.271446943283081) (2997,2.260347843170166)* (480,2.2500624656677246) (2571,2.2470669746398926) (2028,2.2461013793945312) (541,2.2329392433166504) (110,2.2146620750427246)
82112: (1210,3.9747214317321777)* (1270,3.7538628578186035)* (608,3.7086870670318604)* (2762,3.703925371170044) (593,3.6712467670440674) (1580,3.6643424034118652)* (2028,3.6385209560394287)* (1097,3.5882182121276855) (2916,3.540692090988159)* (356,3.540383815765381)* (296,3.5319199562072754) (2396,3.508112907409668)* (527,3.4482593536376953) (1617,3.4386863708496094) (318,3.4240870475769043) (858,3.4211981296539307)* (2997,3.3655776977539062)* (3578,3.3610458374023438) (1200,3.317622184753418) (541,3.300048351287842)
82066: (608,1.9918912649154663) (2858,1.962559461593628) (1196,1.8659634590148926)* (1617,1.8648309707641602) (593,1.8377606868743896) (858,1.8032057285308838) (318,1.8003604412078857) (1193,1.7992345094680786) (527,1.7972774505615234) (296,1.7853801250457764) (2396,1.7698440551757812) (1394,1.762973427772522)* (1225,1.7503125667572021) (1304,1.739879846572876) (2997,1.7369458675384521) (1094,1.7342398166656494) (1210,1.7200995683670044)* (1247,1.7178573608398438) (34,1.7055394649505615) (1221,1.7050820589065552)
81304: (2858,2.2871956825256348) (1196,2.2117226123809814) (260,2.1814968585968018) (1210,2.0766820907592773) (296,2.061018466949463)* (1270,2.00986647605896) (1197,2.0038721561431885) (2997,1.993380069732666) (1193,1.9780290126800537) (541,1.9771065711975098) (1265,1.976763129234314) (1394,1.9715150594711304)* (1097,1.9657621383666992) (34,1.92987859249115) (1259,1.9216699600219727) (589,1.920721173286438) (2028,1.9205141067504883) (912,1.9009429216384888) (1304,1.8985891342163086) (1307,1.8963346481323242)
84916: (260,2.841444492340088)* (480,2.805543899536133) (2858,2.7970809936523438) (589,2.727867603302002) (1270,2.6606595516204834)* (2628,2.651087760925293) (2762,2.620534896850586) (2028,2.593951463699341) (110,2.593573570251465) (1198,2.5655014514923096) (593,2.546370506286621) (1097,2.521577835083008)* (608,2.5159664154052734) (1240,2.5090172290802) (1,2.4592113494873047) (3578,2.457812786102295) (1214,2.445188522338867) (2396,2.4253435134887695) (457,2.4048233032226562) (1200,2.3882312774658203)
85304: (480,3.0756843090057373)* (2628,2.960435390472412)* (1580,2.941392183303833)* (589,2.9379217624664307)* (2858,2.8435189723968506) (2028,2.7346742153167725) (2762,2.731351375579834) (3578,2.677286386489868) (1197,2.674896717071533)* (356,2.6375231742858887) (1198,2.631073474884033) (1127,2.6271042823791504) (1097,2.6095335483551025) (457,2.5656962394714355) (1200,2.561081886291504)* (377,2.5602126121520996)* (1610,2.5040340423583984) (1265,2.4945573806762695) (2699,2.4916672706604004) (2355,2.483644962310791)
83536: (608,1.6109200716018677) (2858,1.565809726715088) (1230,1.496415615081787) (1196,1.4757505655288696) (1193,1.473726511001587) (1252,1.4583780765533447)* (858,1.4522247314453125) (318,1.449143886566162) (1094,1.4489762783050537) (260,1.4483187198638916) (1225,1.4429330825805664) (1247,1.442720890045166) (1394,1.4328346252441406) (1304,1.4298346042633057) (1294,1.4287017583847046) (296,1.428233027458191) (2396,1.4156286716461182) (2997,1.3937573432922363) (541,1.3932955265045166) (750,1.3901958465576172)
79618: (1196,3.517915964126587)* (2916,3.393688917160034) (110,3.265925407409668)* (2028,3.243415355682373) (2716,3.1795125007629395)* (3578,3.1367173194885254) (1097,3.1210532188415527)* (1127,3.0689830780029297) (457,3.028123617172241)* (608,2.9862418174743652) (296,2.9475719928741455) (648,2.9266879558563232)* (1573,2.908916473388672) (1291,2.903122901916504)* (2000,2.8749194145202637) (2699,2.8363895416259766) (527,2.8184115886688232) (858,2.8028125762939453) (380,2.7822952270507812) (2997,2.774888515472412)
84459: (2858,3.1235413551330566)* (1196,3.111490249633789)* (1210,3.0302510261535645)* (608,2.923177719116211) (593,2.8669052124023438) (2028,2.786011219024658) (110,2.7699732780456543) (296,2.762974262237549) (1265,2.7215538024902344) (356,2.7172043323516846) (527,2.699023485183716) (858,2.696483612060547) (318,2.6924519538879395) (1,2.6456315517425537) (50,2.5724339485168457) (457,2.5473084449768066) (2987,2.5359697341918945)* (34,2.4990386962890625) (1394,2.481959342956543) (1387,2.450504779815674)
79631: (480,2.777462959289551)* (2628,2.70141863822937)* (2571,2.669015884399414)* (589,2.627392530441284)* (1196,2.578584671020508)* (780,2.4478602409362793)* (3578,2.4162726402282715)* (2699,2.3420419692993164) (1573,2.3265738487243652) (356,2.3255982398986816)* (733,2.3145318031311035) (648,2.2891335487365723) (1,2.2875702381134033)* (457,2.2866363525390625)* (1097,2.281693458557129) (2355,2.2430920600891113)* (316,2.198653221130371) (1356,2.195523500442505)* (3175,2.1859476566314697) (1676,2.165809392929077)*
79886: (589,3.5004563331604004) (2858,3.486306667327881) (1580,3.46781063079834) (2628,3.4669175148010254) (1270,3.364642858505249) (2762,3.3057827949523926) (2028,3.2876901626586914)* (2716,3.2139363288879395) (1240,3.2127058506011963) (356,3.1805660724639893) (1097,3.1726229190826416) (3578,3.1640448570251465)* (1127,3.09492826461792) (780,3.0796613693237305) (608,3.0603582859039307) (1265,3.053027629852295) (377,3.0088765621185303)* (296,3.0087947845458984) (2396,2.9868011474609375) (648,2.945992946624756)
84207: (2858,2.538957118988037) (1196,2.5009634494781494) (260,2.4811673164367676)* (1210,2.403611183166504) (1270,2.301328182220459) (1198,2.2976980209350586) (1197,2.2718935012817383) (589,2.2638516426086426) (1617,2.2631125450134277)* (480,2.260892152786255)* (2396,2.245595932006836) (527,2.231027126312256) (318,2.2269086837768555) (1097,2.2258245944976807) (858,2.225015163421631) (2028,2.216217517852783) (110,2.194117784500122) (356,2.1696159839630127) (541,2.1451735496520996) (1580,2.136129379272461)
80678: (608,2.5398342609405518) (1196,2.4283947944641113) (260,2.390852689743042) (296,2.2966866493225098) (1198,2.263903856277466) (1210,2.2579712867736816) (1394,2.2337911128997803) (541,2.217867374420166) (1197,2.2029571533203125) (912,2.1936216354370117)* (1265,2.1867475509643555) (1225,2.1824095249176025) (1304,2.1776132583618164) (1230,2.167471408843994) (50,2.1660399436950684) (1307,2.148120880126953) (1259,2.143420457839966) (1094,2.1318740844726562)* (1294,2.1260344982147217) (1252,2.110194206237793)*
82118: (260,3.71991229057312)* (2916,3.5382165908813477)* (1270,3.479445457458496) (2028,3.402104139328003)* (1197,3.35678768157959)* (2716,3.3285655975341797) (1198,3.3195912837982178)* (1214,3.2181806564331055) (1127,3.2048091888427734)* (377,3.1217615604400635)* (2987,3.0816526412963867) (1610,3.0635428428649902)* (648,3.0547564029693604)* (858,2.9617955684661865)* (318,2.953815460205078) (733,2.944885730743408)* (2997,2.932861804962158) (592,2.9183380603790283)* (1259,2.9061760902404785) (2174,2.8859496116638184)
79458: (2858,3.0742135047912598) (1196,3.0282135009765625) (260,3.002596855163574) (608,2.938183307647705) (1210,2.9121081829071045) (1270,2.7876391410827637) (1198,2.7815752029418945) (1197,2.7533249855041504) (589,2.7427401542663574) (2571,2.722675085067749) (2396,2.719231128692627) (527,2.698507785797119) (1097,2.69514799118042) (858,2.6924262046813965) (1265,2.6751785278320312)* (110,2.658384323120117) (541,2.596287250518799) (1580,2.590378761291504) (1259,2.5587055683135986) (1,2.5532002449035645)
84676: (608,2.995969772338867)* (1196,2.9890341758728027)* (858,2.7362241744995117)* (1270,2.7356138229370117)* (2396,2.7348289489746094)* (1197,2.717024803161621)* (589,2.644036054611206) (541,2.635167121887207) (480,2.612194061279297) (2571,2.611638069152832)* (356,2.575533866882324)* (1221,2.509929656982422)* (1,2.4953060150146484) (919,2.4839611053466797)* (1304,2.477354049682617) (1240,2.4691200256347656) (1214,2.4633617401123047) (1580,2.460149049758911) (2716,2.427607536315918)* (2791,2.3943896293640137)
79450: (480,3.262157917022705)* (1210,3.160158634185791) (2628,3.157996892929077) (1580,3.118565559387207)* (260,3.1169188022613525) (589,3.0941617488861084)* (1196,3.0779659748077393) (2858,2.951542377471924) (1270,2.9144668579101562) (110,2.9003913402557373)* (2762,2.8567891120910645) (2716,2.842536449432373) (1240,2.8276641368865967) (1197,2.7882633209228516) (1127,2.7865681648254395) (356,2.757206439971924) (1198,2.7375411987304688) (1097,2.72066593170166) (1214,2.715909004211426) (377,2.710299491882324)
84624: (2858,3.465965986251831) (260,3.4280805587768555)* (608,3.251382827758789) (1270,3.1864192485809326)* (593,3.1782281398773193) (1198,3.1478500366210938)* (110,3.05983829498291) (2396,3.04227352142334)* (1580,3.0354132652282715)* (356,3.006110906600952) (318,2.9933176040649414) (2628,2.954660177230835) (1240,2.943147897720337)* (2997,2.9317569732666016) (1,2.9235055446624756)* (2716,2.9127883911132812)* (50,2.856466770172119) (2987,2.798042058944702)* (1200,2.783872604370117)* (34,2.7770252227783203)*
84100: (2858,2.6358766555786133)* (1196,2.581329822540283) (608,2.5485875606536865) (1210,2.4627885818481445) (593,2.434597969055176) (1198,2.377709150314331) (1617,2.3762001991271973) (1270,2.3645858764648438)* (296,2.3562450408935547) (2762,2.3436267375946045) (2396,2.3399806022644043) (527,2.3331480026245117) (318,2.3297252655029297) (858,2.3276805877685547) (589,2.3059353828430176) (1097,2.294788122177124) (480,2.2901082038879395) (1265,2.286708354949951) (2571,2.2839722633361816) (2028,2.272972345352173)
84912: (2858,3.369680404663086) (1210,3.331634521484375)* (2762,3.108320713043213) (608,3.094942092895508) (593,3.076700448989868) (1198,3.0746779441833496)* (1097,3.0079121589660645) (296,2.9592556953430176) (1265,2.9438228607177734)* (1240,2.942941427230835)* (2716,2.9263715744018555) (1,2.900895595550537)* (1214,2.8832411766052246)* (318,2.864053964614868)* (3578,2.837216854095459) (457,2.813194751739502) (1200,2.7910075187683105)* (2987,2.776244640350342)* (50,2.7494068145751953) (1291,2.6955161094665527)*
85233: (480,3.866878032684326)* (2628,3.6394824981689453)* (2916,3.584798812866211)* (110,3.583467483520508)* (1265,3.395186424255371) (296,3.386836051940918)* (3578,3.3678932189941406) (457,3.308622360229492)* (2997,3.2122385501861572)* (377,3.1804769039154053)* (1259,3.1654953956604004) (1036,3.0891079902648926)* (1387,3.0765373706817627)* (2797,3.0727651119232178)* (3175,3.037771701812744) (924,3.010138988494873) (34,2.99257755279541) (590,2.965022563934326)* (1374,2.9480879306793213) (919,2.944093942642212)*
80709: (1196,2.491008758544922)* (2858,2.469254970550537) (1210,2.46218204498291)* (1580,2.2962875366210938)* (2762,2.288379192352295) (1197,2.2631239891052246) (2628,2.262498140335083)* (1198,2.257835865020752) (2028,2.2563111782073975) (1097,2.2141380310058594)* (356,2.194478988647461) (2716,2.1687259674072266) (296,2.1625277996063232) (1265,2.1579291820526123) (2396,2.145015239715576) (1,2.140754222869873) (1214,2.1307532787323) (1617,2.0901107788085938) (858,2.0872700214385986) (318,2.0863194465637207)
83170: (2858,2.7716574668884277) (260,2.671189069747925)* (296,2.489926815032959)* (2396,2.470031976699829) (318,2.468701124191284)* (1197,2.4523513317108154) (1265,2.403388738632202) (2997,2.400268077850342) (1394,2.3462328910827637) (1193,2.337839126586914) (356,2.325915813446045) (34,2.315610408782959) (919,2.244046926498413)* (1136,2.2309107780456543) (2791,2.161491870880127) (2599,2.1559665203094482) (457,2.1324543952941895)* (2797,2.1287970542907715) (1230,2.122230052947998) (1094,2.120692729949951)
80113: (2858,3.058474540710449) (1196,3.027587413787842) (260,3.0059733390808105) (1210,2.9255223274230957) (608,2.8978946208953857) (593,2.8135313987731934) (480,2.7772793769836426) (589,2.765369176864624) (2762,2.7614965438842773) (2571,2.7515249252319336) (296,2.716108798980713) (1617,2.699077606201172) (2396,2.696695566177368) (2028,2.6949377059936523) (1097,2.6910715103149414) (110,2.6728641986846924) (527,2.666393280029297) (318,2.6626381874084473) (858,2.6619811058044434) (1265,2.6608071327209473)
83528: (480,2.5789763927459717) (2628,2.498849391937256) (2571,2.4863195419311523) (1580,2.4732747077941895) (2916,2.464480400085449) (260,2.4632086753845215) (589,2.452634572982788) (1196,2.4288101196289062) (1270,2.3131844997406006) (110,2.2964611053466797) (2028,2.2742342948913574) (2762,2.26229190826416) (2716,2.260756731033325) (780,2.2578797340393066) (3578,2.249912977218628) (1240,2.2416250705718994) (1197,2.209768533706665) (1127,2.2078824043273926) (1198,2.1658310890197754) (377,2.158609390258789)
82933: (2858,2.236994981765747) (260,2.1325764656066895) (593,2.0828657150268555)* (1617,2.070232391357422) (1210,2.028414487838745) (296,2.0189971923828125) (858,2.01785945892334) (318,2.0134165287017822) (1198,2.0063133239746094) (1270,1.964779019355774) (2997,1.9528497457504272) (1193,1.9504343271255493) (541,1.9404798746109009) (1394,1.9366867542266846) (1265,1.933605432510376)* (1097,1.9226585626602173)* (50,1.9004367589950562)* (34,1.8982269763946533) (1259,1.8842475414276123) (2028,1.877928376197815)
81360: (1196,2.581371784210205) (1210,2.580641031265259) (2858,2.532470703125) (2762,2.377194404602051) (110,2.3648791313171387) (2028,2.357283592224121) (1197,2.343755006790161) (1198,2.3260726928710938) (593,2.294691562652588) (2716,2.2890748977661133) (356,2.2832682132720947) (608,2.258955478668213) (3578,2.24063777923584) (1,2.234919548034668) (1214,2.231656074523926)* (1265,2.215237617492676) (296,2.199312448501587) (457,2.1877081394195557) (1127,2.1846933364868164) (2396,2.1808910369873047)
80369: (2858,2.253472328186035) (608,2.2007830142974854) (1196,2.1935243606567383) (260,2.170003890991211) (593,2.091641902923584)* (1617,2.056788444519043) (1198,2.0303101539611816) (296,2.0264322757720947) (858,2.0107288360595703) (318,2.009774923324585) (1270,2.0073561668395996) (1197,1.995476245880127) (2762,1.992638111114502) (1265,1.9564743041992188) (2997,1.9558568000793457) (1097,1.9557721614837646) (589,1.9428452253341675) (541,1.9361708164215088) (2571,1.9195021390914917) (480,1.9194412231445312)
80658: (480,2.80191969871521)* (1580,2.6802737712860107)* (589,2.6688060760498047) (2916,2.668002128601074) (2858,2.562493324279785) (110,2.5031511783599854) (2028,2.477513313293457)* (2762,2.470526933670044) (1240,2.4421133995056152)* (3578,2.4366202354431152) (1097,2.359004497528076)* (1,2.3430593013763428) (377,2.332125663757324) (457,2.328159809112549) (1200,2.325795888900757) (593,2.2980527877807617) (648,2.292600154876709) (2699,2.2911605834960938) (1610,2.2802202701568604) (733,2.2759242057800293)
79599: (1210,3.1945178508758545) (260,3.1872663497924805) (1196,3.1672699451446533) (2628,3.0778403282165527) (2916,3.0332374572753906) (1270,2.97662615776062) (110,2.9287571907043457) (2762,2.925473928451538) (1197,2.8711142539978027) (2716,2.845750331878662) (1240,2.8437438011169434) (1198,2.838383674621582) (3578,2.804849863052368)* (1097,2.804382801055908) (593,2.777343273162842) (1214,2.754000663757324) (1,2.753383159637451) (1127,2.7425451278686523) (780,2.734614133834839)* (457,2.712874174118042)
80216: (1580,2.597050905227661)* (2028,2.3427491188049316)* (1240,2.326702356338501)* (377,2.2706949710845947)* (1197,2.255458354949951)* (356,2.248812675476074)* (380,2.2475645542144775)* (1200,2.2199034690856934)* (1610,2.2053253650665283)* (1356,2.1617588996887207)* (1917,2.1257004737854004) (1374,2.1046433448791504)* (1377,2.0928401947021484)* (1370,2.068854331970215)* (3793,2.031627655029297)* (736,2.0228123664855957)* (1320,2.0033721923828125)* (1584,2.002220392227173) (1372,1.9976561069488525)* (1608,1.9915716648101807)*
81268: (1196,2.497769355773926)* (2571,2.4585800170898438) (589,2.4388747215270996) (2858,2.437424659729004) (1270,2.348353862762451) (110,2.3054358959198) (2762,2.3052148818969727) (2028,2.2934062480926514) (1197,2.26680326461792) (2716,2.2403953075408936) (1240,2.2383108139038086) (356,2.2183122634887695) (1097,2.2134850025177) (3578,2.2036399841308594) (593,2.201190233230591) (1,2.1721982955932617) (1214,2.171318531036377) (780,2.145183563232422) (608,2.1447925567626953) (457,2.1365087032318115)
82995: (2628,2.7070131301879883)* (2571,2.6796813011169434)* (2916,2.6720545291900635)* (110,2.466078758239746)* (2716,2.43192458152771)* (1127,2.388029098510742)* (356,2.3434886932373047)* (1573,2.330636501312256)* (1214,2.310436248779297)* (2355,2.253592014312744)* (3527,2.222590923309326)* (2987,2.2039475440979004) (316,2.1879608631134033)* (1265,2.18216609954834)* (1374,2.1643378734588623) (1377,2.1092851161956787)* (32,2.100635051727295)* (3793,2.0883519649505615)* (367,2.084123373031616)* (736,2.049555540084839)
