userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.7587850093841553) (2571,2.704293727874756) (260,2.6914567947387695) (589,2.681854248046875) (1196,2.6773288249969482) (2858,2.655289888381958) (2916,2.645723342895508) (1580,2.6338887214660645) (1270,2.5539801120758057) (2762,2.5181007385253906) (1197,2.4813919067382812) (2716,2.4765515327453613) (3578,2.451266050338745) (593,2.4204559326171875) (1265,2.4096245765686035) (1240,2.4058146476745605) (1097,2.383277416229248) (457,2.3805959224700928) (377,2.353505849838257) (2396,2.3477606773376465)
83454: (260,3.4311273097991943)* (480,3.419589042663574) (1210,3.3548519611358643)* (1580,3.251840353012085)* (1270,3.250458240509033)* (1265,3.0710299015045166)* (356,3.07053279876709) (1097,3.0548810958862305)* (608,3.031254291534424)* (3578,3.029599189758301)* (1,3.023313522338867) (296,2.9852547645568848)* (780,2.926722764968872) (527,2.8790283203125) (1610,2.8735878467559814)* (2355,2.821140766143799) (648,2.8128085136413574) (1617,2.8118896484375) (50,2.7951931953430176) (858,2.780202865600586)*
81194: (260,2.1503474712371826) (593,2.0842037200927734) (1198,2.0314807891845703) (858,2.020705223083496) (1270,2.01697039604187) (1210,2.014378547668457) (2396,1.9949626922607422) (1197,1.9887757301330566) (541,1.9846851825714111) (1097,1.9512429237365723) (1394,1.9227453470230103) (1193,1.917370319366455) (2997,1.9136741161346436) (1265,1.9104987382888794) (924,1.9102768898010254) (589,1.9096548557281494) (1221,1.896657943725586) (2028,1.8916964530944824) (912,1.8886091709136963) (1136,1.8853800296783447)
81665: (1196,1.6911060810089111) (2858,1.6826589107513428)* (260,1.6681281328201294) (1210,1.5932515859603882) (608,1.5902695655822754) (1270,1.5753693580627441) (593,1.5717194080352783) (589,1.5490903854370117) (1197,1.5452086925506592) (1198,1.5445106029510498) (480,1.5383899211883545) (2571,1.5241199731826782) (2396,1.507918357849121) (2028,1.5064970254898071) (1097,1.5032660961151123) (2762,1.4983078241348267) (110,1.4909956455230713) (296,1.4907327890396118) (1265,1.4878904819488525) (1617,1.4828455448150635)
85138: (2858,2.915849447250366)* (1196,2.9109034538269043) (260,2.864744186401367) (1198,2.6629157066345215) (589,2.6536262035369873) (2571,2.613029956817627) (2396,2.611431837081909)* (2028,2.593092918395996) (1097,2.583066701889038) (1617,2.578909158706665)* (110,2.5573272705078125) (1265,2.5572595596313477)* (541,2.4903430938720703) (1240,2.4850571155548096) (356,2.457533359527588) (1214,2.4567315578460693) (1580,2.453880786895752) (50,2.4335696697235107)* (1,2.427828788757324) (1259,2.4212965965270996)*
83322: (1196,2.9834818840026855) (2858,2.9812161922454834) (260,2.9455180168151855) (1210,2.8250069618225098) (608,2.783385753631592) (1270,2.7793543338775635) (593,2.766205310821533) (589,2.7659220695495605) (480,2.7534048557281494) (2571,2.7359070777893066) (1197,2.72420597076416) (2396,2.665651559829712) (2762,2.6645617485046387) (110,2.658006191253662) (1265,2.632305860519409) (527,2.5977954864501953) (1617,2.595376491546631) (1580,2.586514472961426) (318,2.5738229751586914) (2628,2.5540690422058105)
85101: (260,3.1166462898254395)* (589,2.986294746398926) (2571,2.9735898971557617)* (2762,2.852205276489258)* (1580,2.8446128368377686) (2628,2.8246045112609863) (2916,2.8238816261291504) (2716,2.7468810081481934)* (356,2.744091033935547)* (1240,2.7422049045562744) (527,2.6798534393310547)* (318,2.6625733375549316)* (1214,2.6598892211914062)* (457,2.6525721549987793) (3578,2.651162624359131) (1617,2.648233652114868)* (858,2.618460178375244) (50,2.580141067504883) (1127,2.5683398246765137)* (2987,2.5630054473876953)*
80201: (260,3.0053420066833496) (1196,2.996002435684204) (2571,2.978982925415039)* (1580,2.891833782196045)* (1270,2.8494491577148438) (2716,2.7359251976013184) (356,2.705322265625)* (1198,2.694997787475586) (1097,2.666853904724121) (1,2.6633832454681396)* (780,2.626476287841797)* (1214,2.5500054359436035) (1573,2.506065845489502)* (2987,2.4964489936828613) (527,2.49007511138916)* (1291,2.4883408546447754) (318,2.4840128421783447)* (2997,2.4785213470458984)* (2000,2.4559574127197266) (3175,2.4409823417663574)
79967: (480,2.9024534225463867) (260,2.890458106994629) (1196,2.887378692626953) (2858,2.8670401573181152)* (2571,2.8524370193481445) (589,2.8425633907318115) (1210,2.8337371349334717) (2916,2.7636806964874268) (2628,2.7619011402130127) (1270,2.7399861812591553) (2028,2.7150015830993652) (110,2.708588123321533) (2762,2.6851305961608887) (1197,2.6687963008880615) (593,2.627044200897217) (2716,2.6211705207824707) (1198,2.6001358032226562) (1240,2.5714659690856934) (1097,2.5704827308654785) (1,2.5557708740234375)*
81474: (480,2.9178731441497803) (2571,2.8557684421539307) (260,2.8401308059692383)* (589,2.831695795059204) (1210,2.80454158782959)* (2916,2.803220510482788) (2628,2.79817533493042) (1580,2.7888970375061035) (1270,2.695679187774658)* (110,2.691788673400879) (2762,2.658752918243408) (2716,2.6183955669403076) (1197,2.6182868480682373) (3578,2.590893268585205) (780,2.5545098781585693) (1,2.5369129180908203) (1198,2.529053211212158) (457,2.51710844039917) (377,2.4949533939361572)* (1127,2.4840903282165527)
84135: (589,2.680979013442993)* (2916,2.656747341156006)* (2628,2.650679111480713) (2858,2.6396422386169434)* (110,2.5472214221954346) (2028,2.5428271293640137) (2762,2.515902280807495) (1197,2.479449510574341) (3578,2.4516360759735107) (356,2.4404497146606445)* (593,2.40968656539917) (1265,2.4054360389709473) (1198,2.3934264183044434) (377,2.3656718730926514) (2396,2.3331055641174316) (1610,2.326336145401001) (1573,2.324831008911133) (648,2.3091254234313965) (296,2.2976956367492676) (608,2.28505802154541)
81022: (480,2.036675214767456)* (2628,1.9947855472564697)* (2571,1.9639946222305298)* (316,1.8287639617919922)* (3578,1.8137457370758057) (110,1.8067166805267334)* (1196,1.7937264442443848)* (2710,1.7907034158706665) (1544,1.7684086561203003)* (2762,1.766904354095459) (2858,1.7481815814971924) (2355,1.7362053394317627)* (1377,1.7231067419052124)* (356,1.7222802639007568) (2617,1.710781216621399)* (3623,1.701054573059082)* (2706,1.6981878280639648) (1,1.6976653337478638)* (2683,1.6793031692504883) (1370,1.6722371578216553)
82559: (1196,2.234421491622925)* (2858,2.233471155166626)* (1210,2.1184825897216797) (1270,2.083648443222046) (608,2.0795974731445312) (589,2.0765624046325684) (593,2.0717554092407227) (480,2.071098566055298) (2571,2.054691791534424) (1197,2.0417304039001465) (1198,2.0355300903320312) (2028,2.017530918121338) (2762,1.9995886087417603) (110,1.996427297592163) (1097,1.983952283859253) (296,1.9705897569656372) (1580,1.9462871551513672) (527,1.9404280185699463) (1617,1.9377951622009277) (1240,1.9273087978363037)
83650: (1196,2.8262789249420166)* (1210,2.6009156703948975)* (1617,2.581779956817627) (527,2.5275988578796387) (296,2.5127511024475098) (541,2.5057005882263184) (1097,2.4996871948242188) (2762,2.4331698417663574) (110,2.4001853466033936)* (1193,2.3931636810302734)* (1259,2.3884072303771973)* (50,2.3778419494628906) (912,2.3407297134399414) (356,2.3075149059295654)* (1225,2.29315185546875)* (1307,2.278963565826416) (2791,2.2556891441345215) (1294,2.2435452938079834)* (2174,2.222100257873535) (750,2.220277786254883)
83500: (480,1.8527953624725342)* (1210,1.7051607370376587) (260,1.6893558502197266) (2699,1.661103367805481) (1196,1.6575703620910645) (3578,1.649639368057251) (2028,1.6315159797668457) (2716,1.6272798776626587) (377,1.6225054264068604)* (2762,1.6197782754898071) (1270,1.608919620513916) (1917,1.6016851663589478)* (2710,1.601083517074585) (1544,1.5839166641235352)* (356,1.5760035514831543)* (2355,1.5747346878051758) (1127,1.571610689163208) (1610,1.5620853900909424) (1527,1.5614687204360962) (1,1.554352045059204)*
84552: (2571,3.0641391277313232)* (1210,3.024989604949951)* (2762,2.866041660308838)* (1197,2.8331198692321777) (2716,2.8126049041748047)* (593,2.7708325386047363)* (1198,2.7468018531799316) (1610,2.6291775703430176)* (1573,2.5992565155029297)* (2987,2.559081554412842) (1291,2.5556302070617676) (380,2.523776054382324)* (2000,2.5217087268829346) (2997,2.519925594329834) (3175,2.5141167640686035)* (2699,2.4900715351104736) (1036,2.467080593109131)* (1923,2.4530794620513916) (592,2.451759099960327) (1617,2.450188159942627)*
85357: (260,3.4969117641448975)* (2858,3.4920263290405273) (480,3.4103307723999023) (1270,3.308351516723633)* (593,3.2178478240966797) (2628,3.2126197814941406) (2762,3.2102150917053223)* (1198,3.176523447036743)* (608,3.1586923599243164) (1,3.0496931076049805)* (3578,3.0048391819000244) (457,2.994004249572754)* (318,2.962907552719116) (2997,2.9374303817749023) (1617,2.9347400665283203) (1127,2.908602714538574)* (858,2.9039089679718018)* (2987,2.8821518421173096) (1200,2.8724799156188965) (1610,2.860311508178711)*
85065: (1196,3.120504856109619) (608,2.9602439403533936)* (1210,2.9245266914367676) (1270,2.8931353092193604) (1198,2.853022813796997) (1197,2.8401827812194824) (480,2.8090577125549316) (2571,2.7989463806152344)* (2028,2.7783493995666504) (1097,2.7669034004211426) (2762,2.754765033721924)* (858,2.7284531593322754) (541,2.670741319656372) (1240,2.6623082160949707) (1214,2.632878541946411) (356,2.6322712898254395)* (1,2.6023077964782715) (2716,2.601217746734619) (1259,2.595850944519043) (2628,2.582967758178711)
82139: (480,3.358684539794922)* (260,3.333702325820923) (1196,3.326479911804199) (589,3.283910036087036)* (1210,3.271158218383789) (2628,3.200458526611328) (1580,3.198019504547119)* (1197,3.0737204551696777) (356,2.9969887733459473)* (1265,2.981830596923828) (2396,2.925693988800049) (457,2.9157567024230957)* (1127,2.858860969543457) (648,2.7734673023223877) (1573,2.7605369091033936) (1291,2.754077672958374)* (1200,2.7525668144226074)* (2997,2.7520408630371094) (3175,2.6987667083740234) (50,2.6966638565063477)
79905: (593,3.0380313396453857)* (1210,2.9604172706604004) (1617,2.959383010864258)* (1270,2.957932472229004)* (858,2.9231252670288086) (2396,2.908341407775879)* (296,2.87568998336792) (1265,2.8022053241729736)* (924,2.755324125289917)* (2571,2.7516093254089355) (50,2.722926139831543)* (1221,2.7226264476776123) (34,2.7138659954071045) (1214,2.712369918823242) (1240,2.692312240600586) (919,2.6720991134643555)* (1225,2.6286990642547607)* (1307,2.6131980419158936)* (1,2.6094467639923096) (1294,2.5939998626708984)*
81884: (1210,2.9034531116485596)* (589,2.8316831588745117)* (2028,2.7495365142822266)* (2396,2.7379813194274902) (2762,2.733346462249756) (1097,2.728022575378418)* (1617,2.677284002304077)* (2628,2.6096038818359375) (2916,2.608215093612671) (2997,2.602675199508667)* (1259,2.5448687076568604) (457,2.514716625213623)* (2987,2.477747917175293)* (2791,2.4316234588623047)* (919,2.4288182258605957)* (1291,2.3939578533172607)* (1193,2.3846917152404785) (1610,2.358936309814453)* (1968,2.332592010498047) (2599,2.315234661102295)*
81004: (1196,2.956651449203491) (2858,2.9531331062316895) (260,2.9291114807128906) (1210,2.820608139038086) (480,2.7776684761047363) (589,2.7752928733825684) (2571,2.754595994949341) (593,2.7324330806732178) (608,2.7269644737243652) (1197,2.706206798553467) (2028,2.6893701553344727) (1198,2.68865966796875) (2762,2.663106918334961) (110,2.6628940105438232) (2396,2.635631561279297) (1265,2.617281675338745) (1580,2.6168737411499023) (296,2.600903272628784) (2628,2.5902652740478516) (2916,2.587221622467041)
81740: (2858,2.4959378242492676) (593,2.3478055000305176)* (1210,2.2771623134613037) (858,2.2702622413635254) (2396,2.246675491333008)* (1197,2.2460687160491943) (527,2.2387380599975586)* (296,2.220954418182373) (318,2.210401773452759)* (1097,2.2013368606567383) (1265,2.156338930130005) (1193,2.1432912349700928)* (2762,2.130755662918091) (1221,2.12335205078125)* (1259,2.1136410236358643) (1136,2.1127796173095703) (2571,2.1050519943237305) (50,2.1034231185913086) (34,2.1017394065856934)* (480,2.0999584197998047)*
84401: (2858,2.755971908569336)* (1196,2.739928960800171)* (1617,2.5758018493652344)* (858,2.5478501319885254)* (318,2.4561803340911865)* (912,2.4409446716308594)* (1097,2.416187047958374)* (1221,2.4115214347839355) (1294,2.39043927192688)* (1136,2.382610321044922)* (2997,2.3817906379699707)* (34,2.3377785682678223)* (750,2.3256640434265137)* (589,2.32381010055542)* (2028,2.3122730255126953)* (111,2.289982318878174)* (1307,2.2754127979278564)* (110,2.260117292404175)* (904,2.188241481781006)* (1,2.1648290157318115)*
81946: (260,3.3389265537261963)* (2858,3.318408489227295) (1210,3.260535478591919)* (2571,3.2568817138671875)* (589,3.254596471786499)* (2028,3.1173322200775146) (2762,3.0835347175598145) (1197,3.0826663970947266)* (593,3.0509090423583984) (2716,2.999946355819702) (1265,2.9873006343841553) (2396,2.9500794410705566) (1,2.933804512023926)* (457,2.891786813735962)* (780,2.8238015174865723)* (527,2.81215763092041) (318,2.7992358207702637)* (377,2.787935256958008) (2997,2.781970500946045) (1617,2.754112482070923)
84222: (1196,1.860342025756836) (1617,1.7693777084350586) (858,1.7460912466049194) (1198,1.7199774980545044) (541,1.7167857885360718) (912,1.6966867446899414) (2396,1.6940337419509888)* (1193,1.692103385925293) (1270,1.6849558353424072) (1230,1.680906057357788) (1294,1.6766935586929321) (1394,1.6764307022094727) (296,1.6736303567886353) (1210,1.670922875404358) (1304,1.668351173400879) (1197,1.666343331336975) (1221,1.6651099920272827) (924,1.6561596393585205) (1225,1.6450015306472778) (1097,1.6409225463867188)
82788: (589,2.939100742340088)* (1196,2.9340362548828125) (2858,2.9120724201202393)* (1270,2.7997941970825195) (2716,2.714808702468872) (1265,2.6423802375793457)* (1240,2.6366541385650635) (780,2.63592529296875)* (1,2.6317174434661865) (1097,2.6134488582611084) (457,2.6109113693237305)* (1127,2.56960129737854) (608,2.5271973609924316)* (1214,2.496798515319824) (2987,2.4577176570892334) (1200,2.445547103881836)* (3175,2.4341931343078613) (2000,2.43086576461792) (2997,2.4191322326660156)* (1527,2.3832316398620605)
81894: (2858,2.5711069107055664)* (1196,2.557359457015991) (260,2.476428508758545)* (541,2.360760450363159)* (1294,2.316226005554199)* (1270,2.3151988983154297) (1230,2.3060433864593506) (1394,2.301938056945801) (1210,2.295943260192871) (1304,2.2931981086730957) (1221,2.2805752754211426) (924,2.274979829788208) (1225,2.2560794353485107)* (1097,2.249096393585205) (1252,2.2458252906799316)* (2997,2.2248711585998535) (908,2.2058355808258057)* (1259,2.19694447517395)* (111,2.1905574798583984) (1265,2.1890454292297363)
82893: (527,2.0535833835601807)* (1197,2.0174717903137207) (296,2.015352725982666) (1097,1.9840152263641357) (1225,1.979034423828125) (1252,1.9672900438308716)* (750,1.9485082626342773) (908,1.9364075660705566)* (1259,1.9333674907684326)* (34,1.9279216527938843) (111,1.9181777238845825)* (589,1.8911243677139282)* (2028,1.8861287832260132) (1094,1.8856396675109863) (2762,1.8849899768829346) (1307,1.8820042610168457)* (904,1.850651741027832) (1219,1.8429107666015625) (110,1.842583417892456) (969,1.841482162475586)*
80794: (1210,3.1392822265625)* (2858,3.1273293495178223)* (1580,3.113492965698242)* (2716,2.926980495452881)* (3578,2.8898768424987793)* (593,2.8566806316375732)* (1,2.8388898372650146)* (1198,2.8354504108428955)* (377,2.787147045135498)* (1573,2.7351746559143066)* (608,2.713606357574463)* (733,2.6789026260375977)* (2699,2.639772891998291)* (318,2.5936319828033447)* (1036,2.560925006866455)* (588,2.552210807800293)* (592,2.5506362915039062)* (1584,2.5094830989837646)* (1259,2.5094549655914307)* (1721,2.4979991912841797)*
82433: (1196,2.7733540534973145) (260,2.7671375274658203) (1210,2.696141481399536) (1270,2.6197280883789062) (1580,2.591379404067993) (2028,2.584901809692383) (2628,2.583516836166382) (110,2.5723319053649902)* (1197,2.555830478668213) (2762,2.5552401542663574)* (593,2.5392353534698486)* (1198,2.5068750381469727) (2716,2.4785428047180176) (1265,2.4784345626831055) (608,2.476627826690674) (1097,2.4689221382141113)* (1240,2.449399709701538) (1,2.427675724029541) (3578,2.4191813468933105) (1214,2.353638172149658)
84003: (1196,3.510420322418213) (1210,3.4289193153381348) (1580,3.3159353733062744)* (110,3.2701425552368164) (2762,3.245666980743408)* (1197,3.2372336387634277)* (2716,3.159274101257324)* (1265,3.137514352798462)* (1097,3.1232776641845703) (457,3.0430898666381836) (1127,2.9729983806610107) (527,2.9432027339935303) (377,2.941195011138916) (318,2.9322617053985596)* (1610,2.928699254989624) (2997,2.9164175987243652) (2987,2.903225898742676)* (1200,2.891498565673828) (1617,2.8791110515594482)* (1291,2.8767151832580566)
84310: (1196,2.7076430320739746) (260,2.6958351135253906) (480,2.6273128986358643) (589,2.5995283126831055)* (2571,2.5940332412719727) (1270,2.5507001876831055) (1197,2.4905054569244385) (110,2.4867916107177734)* (593,2.485292434692383)* (2762,2.4759693145751953) (2628,2.4742226600646973) (1198,2.4519622325897217) (1265,2.4122314453125) (1097,2.4087653160095215) (2716,2.3921144008636475) (1240,2.3780951499938965) (3578,2.3202638626098633) (457,2.3092050552368164) (1214,2.2972381114959717)* (2997,2.2721309661865234)*
79582: (593,1.4792094230651855) (1198,1.4400062561035156)* (1270,1.4272880554199219) (2396,1.412825107574463) (1197,1.407593011856079)* (318,1.3938753604888916) (1221,1.3553298711776733)* (589,1.342581033706665) (2028,1.3294517993927002) (2762,1.3276076316833496) (34,1.3269429206848145)* (50,1.322588324546814)* (919,1.3188655376434326)* (1294,1.3145911693572998) (480,1.296028733253479) (1307,1.2842092514038086) (908,1.2836596965789795)* (111,1.2752397060394287) (356,1.2525925636291504) (2791,1.2514253854751587)*
84520: (480,2.876070499420166) (2571,2.8095099925994873)* (1196,2.7367465496063232)* (2858,2.7072818279266357) (1270,2.6215076446533203) (2716,2.5694620609283447) (1197,2.542656421661377) (780,2.5359230041503906)* (1240,2.4776968955993652) (377,2.4709737300872803) (1265,2.4701967239379883) (457,2.467240333557129)* (593,2.458761215209961) (1198,2.4457132816314697) (1127,2.444018602371216) (1573,2.440189838409424)* (1097,2.4357006549835205) (1610,2.417494058609009)* (380,2.406642436981201)* (733,2.4046318531036377)*
81123: (480,2.8549180030822754) (2628,2.768594264984131)* (1196,2.642461061477661)* (2858,2.6013712882995605) (110,2.5870676040649414) (2028,2.5684382915496826) (780,2.5602030754089355)* (1270,2.5494346618652344)* (2762,2.542356252670288)* (380,2.4798524379730225) (1573,2.4764187335968018) (356,2.474057197570801)* (1197,2.465515375137329) (733,2.4622538089752197) (457,2.430220127105713) (1127,2.426236629486084)* (2355,2.4066061973571777) (1610,2.404057502746582) (1265,2.3962979316711426)* (1544,2.3331921100616455)
